,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
17 Jun 2013,3.1330,4.9240,4.1802,3.3040,3.3951,3.0138,3.0862,2.4989,40.3781
18 Jun 2013,3.1535,4.9464,4.2208,3.3130,3.4298,2.9886,3.0941,2.5044,40.6463
19 Jun 2013,3.1515,4.9215,4.2206,3.3181,3.4246,2.9957,3.0867,2.5063,40.6286
20 Jun 2013,3.2015,4.9566,4.2330,3.2720,3.4338,2.9478,3.1009,2.5141,41.2799
21 Jun 2013,3.2015,4.9577,4.2321,3.2745,3.4501,2.9580,3.0865,2.5135,41.2809
24 Jun 2013,3.2195,4.9471,4.2188,3.2825,3.4453,2.9510,3.0586,2.5150,41.5103
25 Jun 2013,3.1835,4.9142,4.1801,3.2794,3.4101,2.9565,3.0425,2.5078,41.0467
26 Jun 2013,3.1985,4.9147,4.1729,3.2777,3.4054,2.9709,3.0503,2.5154,41.2292
27 Jun 2013,3.1775,4.8541,4.1408,3.2376,3.3656,2.9575,3.0449,2.5082,40.9630
28 Jun 2013,3.1605,4.8218,4.1241,3.1945,3.3418,2.9233,3.0179,2.5030,40.7446
1 Jul 2013,3.1630,4.8172,4.1263,3.1760,3.3455,2.9013,3.0067,2.4966,40.7813
2 Jul 2013,3.1675,4.8141,4.1246,3.1748,3.3397,2.9108,3.0135,2.5008,40.8438
3 Jul 2013,3.1865,4.8573,4.1283,3.1967,3.3551,2.8932,3.0271,2.5040,41.0970
4 Jul 2013,3.1827,4.8532,4.1365,3.1918,3.3547,2.9047,3.0282,2.5023,41.0495
5 Jul 2013,3.1885,4.7808,4.1073,3.1883,3.3267,2.9199,3.0259,2.4982,41.1191
8 Jul 2013,3.2095,4.7791,4.1207,3.1677,3.3276,2.9112,3.0374,2.5031,41.3851
9 Jul 2013,3.1880,4.7496,4.1041,3.1505,3.3005,2.9204,3.0232,2.4956,41.0978
10 Jul 2013,3.1805,4.7350,4.0784,3.1788,3.2833,2.9288,3.0252,2.4946,41.0027
11 Jul 2013,3.1680,4.7797,4.1328,3.1849,3.3321,2.9204,3.0511,2.5060,40.8437
12 Jul 2013,3.1770,4.8084,4.1423,3.2071,3.3416,2.9074,3.0654,2.5143,40.9547
15 Jul 2013,3.1905,4.8023,4.1561,3.1969,3.3533,2.9013,3.0619,2.5183,41.1232
16 Jul 2013,3.1875,4.7996,4.1662,3.1997,3.3611,2.9325,3.0543,2.5269,41.0893
17 Jul 2013,3.1925,4.8529,4.1981,3.2042,3.3979,2.9390,3.0728,2.5259,41.1558
18 Jul 2013,3.1940,4.8547,4.1902,3.1881,3.3887,2.9294,3.0658,2.5223,41.1720
19 Jul 2013,3.1925,4.8700,4.1900,3.1844,3.3874,2.9301,3.0750,2.5218,41.1529
22 Jul 2013,3.1805,4.8620,4.1855,3.1802,3.3848,2.9242,3.0713,2.5178,40.9964
23 Jul 2013,3.1785,4.8800,4.1910,3.1930,3.3893,2.9447,3.0758,2.5141,40.9696
24 Jul 2013,3.1895,4.9010,4.2219,3.1852,3.4069,2.9380,3.0963,2.5183,41.1153
25 Jul 2013,3.1985,4.8966,4.2172,3.1979,3.4076,2.9257,3.1017,2.5223,41.2316
26 Jul 2013,3.2080,4.9397,4.2625,3.2511,3.4576,2.9798,3.1244,2.5396,41.3567
29 Jul 2013,3.2260,4.9690,4.2859,3.2923,3.4755,2.9832,3.1398,2.5487,41.5888
30 Jul 2013,3.2255,4.9426,4.2804,3.2910,3.4692,2.9255,3.1369,2.5435,41.5904
31 Jul 2013,3.2440,4.9349,4.3105,3.3202,3.5023,2.9314,3.1506,2.5512,41.8313
1 Aug 2013,3.2425,4.9291,4.2950,3.2884,3.4867,2.9100,3.1514,2.5488,41.8112
2 Aug 2013,3.2575,4.9356,4.3046,3.2703,3.4750,2.8961,3.1361,2.5527,41.9989
5 Aug 2013,3.2315,4.9621,4.2940,3.2830,3.4809,2.8810,3.1113,2.5505,41.6613
6 Aug 2013,3.2475,4.9911,4.3078,3.3000,3.4989,2.9197,3.1319,2.5599,41.8703
7 Aug 2013,3.2545,4.9810,4.3234,3.3529,3.5083,2.9094,3.1227,2.5662,41.9600
12 Aug 2013,3.2485,5.0298,4.3233,3.3595,3.5094,2.9738,3.1498,2.5749,41.8875
13 Aug 2013,3.2585,5.0407,4.3335,3.3299,3.5115,2.9762,3.1549,2.5779,42.0148
14 Aug 2013,3.2750,5.0677,4.3456,3.3318,3.4987,2.9768,3.1615,2.5768,42.2281
15 Aug 2013,3.2775,5.1062,4.3555,3.3469,3.5097,3.0086,3.1797,2.5814,42.2650
16 Aug 2013,3.2770,5.1238,4.3710,3.3614,3.5351,3.0037,3.1755,2.5810,42.2610
19 Aug 2013,3.2860,5.1413,4.3804,3.3647,3.5450,3.0215,3.1826,2.5782,42.3757
20 Aug 2013,3.2880,5.1520,4.3965,3.3801,3.5727,2.9773,3.1742,2.5757,42.4004
21 Aug 2013,3.2945,5.1648,4.4103,3.3783,3.5825,2.9665,3.1543,2.5757,42.4831
22 Aug 2013,3.3095,5.1585,4.4202,3.3618,3.5804,2.9812,3.1564,2.5787,42.6735
23 Aug 2013,3.3005,5.1572,4.4110,3.3396,3.5726,2.9728,3.1275,2.5789,42.5591
26 Aug 2013,3.3085,5.1530,4.4226,3.3589,3.5820,2.9872,3.1460,2.5858,42.6600
27 Aug 2013,3.3285,5.1622,4.4387,3.3985,3.6083,2.9775,3.1608,2.5927,42.9118
28 Aug 2013,3.3345,5.1665,4.4566,3.4198,3.6264,2.9765,3.1757,2.6010,42.9972
29 Aug 2013,3.3135,5.1409,4.3954,3.3777,3.5725,2.9609,3.1553,2.5925,42.7253
30 Aug 2013,3.2847,5.0886,4.3507,3.3485,3.5320,2.9334,3.1203,2.5798,42.3565
2 Sep 2013,3.2740,5.0993,4.3269,3.2972,3.5117,2.9417,3.1070,2.5705,42.2217
3 Sep 2013,3.2865,5.1191,4.3301,3.3132,3.5155,2.9639,3.1177,2.5741,42.3786
4 Sep 2013,3.2845,5.1238,4.3275,3.2984,3.5076,3.0029,3.1239,2.5757,42.3503
5 Sep 2013,3.3050,5.1619,4.3588,3.3091,3.5175,3.0204,3.1491,2.5867,42.6135
6 Sep 2013,3.3285,5.1838,4.3705,3.3394,3.5263,3.0419,3.1827,2.6022,42.9165
9 Sep 2013,3.2935,5.1617,4.3463,3.3134,3.5163,3.0374,3.1716,2.5900,42.4688
10 Sep 2013,3.2770,5.1480,4.3420,3.2744,3.5097,3.0322,3.1610,2.5803,42.2585
11 Sep 2013,3.2635,5.1524,4.3318,3.2544,3.4939,3.0391,3.1553,2.5737,42.0831
12 Sep 2013,3.2776,5.1756,4.3550,3.2939,3.5191,3.0312,3.1753,2.5842,42.2700
13 Sep 2013,3.2900,5.2017,4.3716,3.3007,3.5321,3.0421,3.1810,2.5903,42.4292
17 Sep 2013,3.2500,5.1712,4.3407,3.2757,3.5092,3.0319,3.1503,2.5765,41.9111
18 Sep 2013,3.2340,5.1624,4.3176,3.2720,3.4926,3.0275,3.1397,2.5677,41.7048
19 Sep 2013,3.1485,5.0633,4.2679,3.1859,3.4614,2.9949,3.0881,2.5301,40.6041
20 Sep 2013,3.1645,5.0763,4.2811,3.1833,3.4761,2.9838,3.0777,2.5347,40.8141
23 Sep 2013,3.1990,5.1331,4.3265,3.2321,3.5094,3.0152,3.1069,2.5561,41.2588
24 Sep 2013,3.2155,5.1390,4.3387,3.2444,3.5269,3.0157,3.1246,2.5628,41.4721
25 Sep 2013,3.2230,5.1542,4.3501,3.2716,3.5375,3.0106,3.1243,2.5671,41.5654
26 Sep 2013,3.2145,5.1599,4.3442,3.2577,3.5338,3.0224,3.1195,2.5623,41.4558
27 Sep 2013,3.2285,5.1863,4.3604,3.2730,3.5566,3.0122,3.1260,2.5709,41.6352
30 Sep 2013,3.2595,5.2675,4.4007,3.3303,3.6019,3.0405,3.1635,2.5958,42.0366
1 Oct 2013,3.2345,5.2498,4.3821,3.2998,3.5821,3.0454,3.1365,2.5824,41.7086
2 Oct 2013,3.2270,5.2332,4.3660,3.3152,3.5659,3.0148,3.1195,2.5770,41.6143
3 Oct 2013,3.1955,5.1853,4.3473,3.2676,3.5425,2.9985,3.0919,2.5573,41.2081
4 Oct 2013,3.1825,5.1268,4.3315,3.2740,3.5336,3.0022,3.0795,2.5527,41.0417
7 Oct 2013,3.1895,5.1265,4.3337,3.2903,3.5368,2.9996,3.0912,2.5532,41.1320
8 Oct 2013,3.1955,5.1317,4.3365,3.2928,3.5305,3.0182,3.0931,2.5584,41.2113
9 Oct 2013,3.2000,5.1117,4.3280,3.2864,3.5202,3.0238,3.0846,2.5572,41.2677
10 Oct 2013,3.1915,5.0869,4.3176,3.2625,3.5058,3.0109,3.0708,2.5500,41.1578
11 Oct 2013,3.1800,5.0802,4.3148,3.2342,3.5020,3.0107,3.0596,2.5485,41.0103
14 Oct 2013,3.1805,5.0789,4.3110,3.2353,3.4882,3.0118,3.0737,2.5531,41.0157
16 Oct 2013,3.1730,5.0854,4.2935,3.2251,3.4759,3.0250,3.0599,2.5516,40.9184
17 Oct 2013,3.1495,5.0664,4.2902,3.2149,3.4803,3.0212,3.0594,2.5348,40.6172
18 Oct 2013,3.1565,5.1096,4.3219,3.2247,3.5004,3.0452,3.0681,2.5495,40.7093
21 Oct 2013,3.1700,5.1268,4.3334,3.2314,3.5076,3.0665,3.0790,2.5535,40.8871
22 Oct 2013,3.1725,5.1158,4.3370,3.2249,3.5106,3.0638,3.0816,2.5563,40.9215
23 Oct 2013,3.1680,5.1151,4.3584,3.2574,3.5393,3.0494,3.0664,2.5555,40.8624
24 Oct 2013,3.1605,5.1162,4.3580,3.2490,3.5453,3.0415,3.0400,2.5523,40.7654
25 Oct 2013,3.1568,5.1187,4.3629,3.2505,3.5401,3.0273,3.0217,2.5538,40.7136
28 Oct 2013,3.1355,5.0776,4.3298,3.2128,3.5081,3.0140,3.0028,2.5365,40.4408
29 Oct 2013,3.1455,5.0592,4.3290,3.2227,3.5034,2.9912,3.0118,2.5385,40.5719
30 Oct 2013,3.1485,5.0549,4.3344,3.2060,3.5065,2.9955,3.0121,2.5422,40.6111
31 Oct 2013,3.1555,5.0602,4.3264,3.2106,3.5079,2.9986,3.0168,2.5487,40.7002
1 Nov 2013,3.1725,5.0792,4.2954,3.2288,3.4876,3.0061,3.0435,2.5539,40.9218
4 Nov 2013,3.1740,5.0606,4.2882,3.2178,3.4816,3.0142,3.0481,2.5541,40.9445
6 Nov 2013,3.1808,5.1169,4.2958,3.2274,3.4886,3.0282,3.0447,2.5601,41.0324
7 Nov 2013,3.1845,5.1199,4.3067,3.2256,3.4916,3.0216,3.0572,2.5638,41.0816
8 Nov 2013,3.1795,5.1160,4.2659,3.2376,3.4694,3.0096,3.0397,2.5571,41.0176
11 Nov 2013,3.2008,5.1269,4.2841,3.2318,3.4759,3.0025,3.0571,2.5638,41.2865
12 Nov 2013,3.2100,5.1190,4.2969,3.2208,3.4840,2.9956,3.0579,2.5692,41.4039
13 Nov 2013,3.2115,5.1031,4.3148,3.2275,3.5018,2.9820,3.0640,2.5700,41.4216
14 Nov 2013,3.2055,5.1394,4.3133,3.2085,3.4977,2.9854,3.0593,2.5704,41.3432
15 Nov 2013,3.2025,5.1442,4.3093,3.1916,3.4893,2.9865,3.0564,2.5645,41.3013
18 Nov 2013,3.1895,5.1477,4.3071,3.1940,3.4936,3.0024,3.0593,2.5587,41.1402
19 Nov 2013,3.1785,5.1164,4.2972,3.1873,3.4846,2.9937,3.0442,2.5553,41.0013
20 Nov 2013,3.1835,5.1386,4.3093,3.1853,3.4982,2.9912,3.0428,2.5601,41.0687
21 Nov 2013,3.2060,5.1602,4.3052,3.1829,3.4935,2.9793,3.0644,2.5670,41.3576
22 Nov 2013,3.2155,5.2106,4.3393,3.1829,3.5217,2.9549,3.0479,2.5712,41.4769
25 Nov 2013,3.2185,5.2146,4.3543,3.1644,3.5397,2.9444,3.0507,2.5704,41.5151
26 Nov 2013,3.2205,5.2146,4.3655,3.1738,3.5460,2.9517,3.0555,2.5743,41.5414
27 Nov 2013,3.2305,5.2428,4.3890,3.1773,3.5671,2.9438,3.0618,2.5780,41.6723
28 Nov 2013,3.2325,5.2695,4.3986,3.1646,3.5724,2.9485,3.0531,2.5757,41.6954
29 Nov 2013,3.2230,5.2628,4.3859,3.1501,3.5574,2.9357,3.0440,2.5692,41.5726
2 Dec 2013,3.2090,5.2632,4.3610,3.1257,3.5423,2.9337,3.0174,2.5591,41.3923
3 Dec 2013,3.2160,5.2702,4.3631,3.1195,3.5461,2.9275,3.0224,2.5614,41.4834
4 Dec 2013,3.2245,5.2780,4.3790,3.1411,3.5620,2.9119,3.0236,2.5687,41.5887
5 Dec 2013,3.2270,5.2874,4.3900,3.1625,3.5780,2.9132,3.0235,2.5711,41.6196
6 Dec 2013,3.2335,5.2839,4.4158,3.1656,3.6050,2.9291,3.0340,2.5782,41.6976
9 Dec 2013,3.2095,5.2520,4.4020,3.1115,3.5975,2.9136,3.0122,2.5667,41.3929
10 Dec 2013,3.2080,5.2714,4.4123,3.1099,3.6073,2.9188,3.0162,2.5651,41.3765
11 Dec 2013,3.2165,5.2797,4.4262,3.1376,3.6220,2.9326,3.0329,2.5734,41.4848
12 Dec 2013,3.2295,5.2970,4.4517,3.1380,3.6364,2.9200,3.0523,2.5776,41.6508
13 Dec 2013,3.2355,5.2891,4.4527,3.1243,3.6407,2.8951,3.0406,2.5779,41.7309
16 Dec 2013,3.2390,5.2877,4.4557,3.1415,3.6486,2.8987,3.0622,2.5780,41.7747
17 Dec 2013,3.2470,5.3022,4.4714,3.1547,3.6621,2.9014,3.0675,2.5831,41.8808
18 Dec 2013,3.2560,5.3087,4.4825,3.1633,3.6729,2.9006,3.0692,2.5876,41.9996
19 Dec 2013,3.2740,5.3625,4.4782,3.1494,3.6579,2.8990,3.0578,2.5906,42.2264
20 Dec 2013,3.2858,5.3688,4.4808,3.1443,3.6563,2.9136,3.0771,2.5930,42.3700
23 Dec 2013,3.2912,5.3853,4.5019,3.1651,3.6725,2.9374,3.0928,2.6009,42.4453
24 Dec 2013,3.2935,5.3771,4.5034,3.1594,3.6756,2.9371,3.0996,2.5997,42.4732
26 Dec 2013,3.2975,5.4008,4.5131,3.1477,3.6784,2.9297,3.0984,2.6009,42.5182
27 Dec 2013,3.2877,5.4205,4.5358,3.1382,3.6987,2.9348,3.0935,2.5962,42.3988
30 Dec 2013,3.2945,5.4331,4.5294,3.1279,3.6961,2.9161,3.0757,2.5957,42.4856
31 Dec 2013,3.2755,5.4128,4.5102,3.1155,3.6799,2.9213,3.0769,2.5895,42.2438
2 Jan 2014,3.2865,5.4467,4.5112,3.1192,3.6661,2.9204,3.0910,2.5938,42.3835
3 Jan 2014,3.2865,5.4040,4.4825,3.1484,3.6478,2.9505,3.0887,2.5945,42.3824
6 Jan 2014,3.2875,5.3782,4.4692,3.1449,3.6316,2.9430,3.0937,2.5912,42.3928
7 Jan 2014,3.2840,5.3803,4.4751,3.1473,3.6261,2.9306,3.0739,2.5826,42.3499
8 Jan 2014,3.2760,5.3812,4.4578,3.1190,3.5994,2.9214,3.0279,2.5767,42.2456
9 Jan 2014,3.2760,5.3913,4.4583,3.1237,3.6073,2.9107,3.0249,2.5769,42.2470
10 Jan 2014,3.2685,5.3811,4.4468,3.1148,3.6021,2.9086,3.0133,2.5741,42.1475
13 Jan 2014,3.2635,5.3641,4.4602,3.1571,3.6163,2.9505,2.9907,2.5788,42.0836
15 Jan 2014,3.2865,5.3904,4.4772,3.1484,3.6233,2.9247,2.9939,2.5829,42.3843
16 Jan 2014,3.2970,5.3868,4.4862,3.1485,3.6303,2.8969,3.0121,2.5882,42.5164
20 Jan 2014,3.3175,5.4558,4.4972,3.1858,3.6478,2.9192,3.0295,2.5986,42.7709
21 Jan 2014,3.3240,5.4582,4.5000,3.1749,3.6417,2.9190,3.0253,2.5991,42.8519
22 Jan 2014,3.3230,5.4692,4.4993,3.1858,3.6456,2.9500,3.0307,2.6001,42.8373
23 Jan 2014,3.3315,5.5350,4.5413,3.1919,3.6859,2.9301,2.9835,2.5982,42.9408
24 Jan 2014,3.3325,5.5409,4.5562,3.2350,3.7100,2.8941,2.9991,2.6061,42.9393
27 Jan 2014,3.3472,5.5307,4.5857,3.2653,3.7429,2.9188,3.0264,2.6216,43.1219
28 Jan 2014,3.3350,5.5378,4.5568,3.2405,3.7148,2.9371,3.0026,2.6202,42.9555
29 Jan 2014,3.3365,5.5391,4.5638,3.2340,3.7147,2.9249,2.9872,2.6189,42.9798
30 Jan 2014,3.3465,5.5271,4.5593,3.2722,3.7264,2.9262,2.9929,2.6216,43.1000
4 Feb 2014,3.3285,5.4235,4.4966,3.2842,3.6824,2.9582,2.9961,2.6218,42.8754
5 Feb 2014,3.3200,5.4176,4.4886,3.2769,3.6728,2.9560,2.9987,2.6150,42.7695
6 Feb 2014,3.3250,5.4174,4.4981,3.2786,3.6801,2.9745,3.0012,2.6200,42.8524
7 Feb 2014,3.3305,5.4425,4.5172,3.2644,3.6942,2.9776,3.0099,2.6247,42.9246
10 Feb 2014,3.3385,5.4768,4.5561,3.2660,3.7260,2.9794,3.0254,2.6302,43.0394
11 Feb 2014,3.3315,5.4673,4.5550,3.2566,3.7217,3.0105,3.0087,2.6281,42.9472
12 Feb 2014,3.3235,5.4687,4.5318,3.2432,3.7012,3.0119,3.0227,2.6269,42.8551
13 Feb 2014,3.3225,5.5296,4.5276,3.2545,3.7042,2.9758,3.0246,2.6221,42.8353
14 Feb 2014,3.3050,5.5217,4.5270,3.2448,3.7043,2.9856,3.0148,2.6205,42.6119
17 Feb 2014,3.2945,5.5221,4.5136,3.2343,3.6926,2.9756,3.0014,2.6141,42.4820
18 Feb 2014,3.3035,5.5114,4.5322,3.2245,3.7066,2.9774,3.0118,2.6186,42.5967
19 Feb 2014,3.2945,5.5091,4.5317,3.2247,3.7075,2.9726,3.0143,2.6114,42.4798
20 Feb 2014,3.3070,5.5048,4.5301,3.2498,3.7168,2.9674,2.9879,2.6122,42.6382
21 Feb 2014,3.2950,5.4929,4.5176,3.2182,3.7018,2.9655,2.9553,2.6041,42.4865
24 Feb 2014,3.2850,5.4699,4.5180,3.2091,3.7043,2.9517,2.9547,2.5947,42.3469
25 Feb 2014,3.2815,5.4735,4.5130,3.2073,3.6989,2.9575,2.9643,2.5961,42.2789
26 Feb 2014,3.2700,5.4586,4.4941,3.1963,3.6839,2.9476,2.9509,2.5872,42.1471
27 Feb 2014,3.2805,5.4599,4.4817,3.2072,3.6806,2.9275,2.9498,2.5882,42.2723
28 Feb 2014,3.2770,5.4841,4.4946,3.2210,3.6943,2.9364,2.9448,2.5868,42.2237
3 Mar 2014,3.2825,5.4880,4.5228,3.2391,3.7274,2.9313,2.9674,2.5908,42.3003
4 Mar 2014,3.2750,5.4727,4.5053,3.2163,3.7054,2.9351,2.9562,2.5789,42.1984
5 Mar 2014,3.2710,5.4559,4.4947,3.1942,3.6881,2.9338,2.9519,2.5770,42.1493
6 Mar 2014,3.2605,5.4491,4.4762,3.1728,3.6695,2.9431,2.9555,2.5766,42.0113
7 Mar 2014,3.2580,5.4598,4.5205,3.1670,3.7092,2.9700,2.9652,2.5786,41.9818
10 Mar 2014,3.2835,5.4839,4.5619,3.1792,3.7440,2.9699,2.9536,2.5902,42.3091
11 Mar 2014,3.2800,5.4528,4.5453,3.1751,3.7311,2.9653,2.9488,2.5898,42.2623
12 Mar 2014,3.2880,5.4607,4.5544,3.1961,3.7451,2.9446,2.9591,2.5908,42.3520
13 Mar 2014,3.2735,5.4532,4.5672,3.1940,3.7603,2.9692,2.9566,2.5879,42.1625
14 Mar 2014,3.2795,5.4509,4.5500,3.2258,3.7491,2.9586,2.9558,2.5900,42.2382
17 Mar 2014,3.2785,5.4574,4.5588,3.2218,3.7507,2.9739,2.9612,2.5905,42.2201
18 Mar 2014,3.2740,5.4366,4.5551,3.2264,3.7471,2.9720,2.9617,2.5873,42.1600
19 Mar 2014,3.2775,5.4462,4.5608,3.2257,3.7451,2.9869,2.9406,2.5913,42.2154
20 Mar 2014,3.2965,5.4572,4.5566,3.2188,3.7354,2.9766,2.9300,2.5843,42.4593
21 Mar 2014,3.3085,5.4542,4.5609,3.2395,3.7465,3.0053,2.9463,2.5956,42.6230
24 Mar 2014,3.3000,5.4389,4.5543,3.2176,3.7335,3.0053,2.9363,2.5960,42.5381
25 Mar 2014,3.3045,5.4495,4.5703,3.2342,3.7502,3.0205,2.9494,2.6046,42.5969
26 Mar 2014,3.2995,5.4554,4.5522,3.2253,3.7234,3.0430,2.9618,2.6046,42.5276
27 Mar 2014,3.2915,5.4517,4.5307,3.2243,3.7148,3.0407,2.9684,2.6017,42.4258
28 Mar 2014,3.2725,5.4395,4.4877,3.2036,3.6799,3.0308,2.9730,2.5927,42.1817
31 Mar 2014,3.2655,5.4336,4.4891,3.1656,3.6801,3.0139,2.9513,2.5903,42.0953
1 Apr 2014,3.2615,5.4284,4.4992,3.1565,3.6939,3.0219,2.9477,2.5900,42.0437
2 Apr 2014,3.2700,5.4459,4.5103,3.1501,3.6983,3.0231,2.9677,2.5946,42.1541
3 Apr 2014,3.2825,5.4508,4.5172,3.1576,3.6984,3.0279,2.9799,2.5985,42.3153
4 Apr 2014,3.2795,5.4418,4.4949,3.1573,3.6737,3.0324,2.9765,2.5938,42.2782
7 Apr 2014,3.2705,5.4207,4.4845,3.1712,3.6710,3.0376,2.9756,2.5942,42.1663
8 Apr 2014,3.2410,5.4147,4.4624,3.1584,3.6590,3.0260,2.9652,2.5833,41.7978
9 Apr 2014,3.2275,5.4009,4.4514,3.1619,3.6521,3.0266,2.9505,2.5839,41.6256
10 Apr 2014,3.2230,5.4046,4.4671,3.1722,3.6696,3.0449,2.9604,2.5829,41.5651
11 Apr 2014,3.2380,5.4285,4.4963,3.1850,3.6957,3.0416,2.9609,2.5943,41.7591
14 Apr 2014,3.2490,5.4314,4.4901,3.1933,3.6941,3.0513,2.9605,2.5938,41.9026
15 Apr 2014,3.2440,5.4235,4.4746,3.1874,3.6811,3.0448,2.9498,2.5896,41.8357
16 Apr 2014,3.2420,5.4496,4.4898,3.1677,3.6904,3.0301,2.9502,2.5902,41.8093
17 Apr 2014,3.2380,5.4499,4.4820,3.1739,3.6810,3.0316,2.9431,2.5916,41.7575
18 Apr 2014,3.2405,5.4382,4.4777,3.1636,3.6715,3.0237,2.9435,2.5885,41.7908
21 Apr 2014,3.2505,5.4662,4.4950,3.1697,3.6850,3.0327,2.9491,2.5947,41.9235
22 Apr 2014,3.2670,5.4961,4.5106,3.1861,3.6938,3.0568,2.9649,2.6013,42.1355
23 Apr 2014,3.2655,5.4921,4.5219,3.1863,3.7047,3.0314,2.9591,2.5997,42.1203
24 Apr 2014,3.2695,5.4877,4.5224,3.1937,3.7057,3.0326,2.9631,2.6004,42.1694
25 Apr 2014,3.2700,5.4979,4.5245,3.1987,3.7098,3.0333,2.9637,2.6009,42.1745
28 Apr 2014,3.2650,5.4996,4.5284,3.1925,3.7180,3.0378,2.9621,2.6011,42.1138
29 Apr 2014,3.2585,5.4762,4.5192,3.1739,3.7052,3.0159,2.9632,2.5938,42.0275
30 Apr 2014,3.2655,5.4903,4.5048,3.1857,3.6932,3.0348,2.9818,2.5997,42.1186
2 May 2014,3.2660,5.5150,4.5273,3.1876,3.7133,3.0279,2.9765,2.6076,42.1267
5 May 2014,3.2555,5.4932,4.5181,3.1940,3.7115,3.0195,2.9690,2.6051,41.9921
6 May 2014,3.2535,5.5103,4.5305,3.1899,3.7217,3.0271,2.9701,2.6052,41.9690
7 May 2014,3.2505,5.5161,4.5226,3.2001,3.7140,3.0348,2.9862,2.6031,41.9327
8 May 2014,3.2375,5.4916,4.5119,3.1801,3.7015,3.0390,2.9754,2.5945,41.7658
9 May 2014,3.2290,5.4586,4.4609,3.1732,3.6600,3.0254,2.9824,2.5867,41.6554
12 May 2014,3.2385,5.4706,4.4588,3.1766,3.6527,3.0345,2.9723,2.5899,41.7787
14 May 2014,3.2190,5.4113,4.4184,3.1610,3.6211,3.0276,2.9539,2.5782,41.5272
15 May 2014,3.2260,5.4052,4.4101,3.1665,3.6095,3.0257,2.9689,2.5774,41.6167
16 May 2014,3.2340,5.4351,4.4366,3.1842,3.6323,3.0254,2.9745,2.5833,41.7188
19 May 2014,3.2130,5.4007,4.4044,3.1704,3.6026,3.0048,2.9601,2.5698,41.4479
20 May 2014,3.2205,5.4196,4.4077,3.1789,3.6046,2.9831,2.9578,2.5702,41.5444
21 May 2014,3.2140,5.4323,4.4075,3.1842,3.6086,2.9693,2.9492,2.5681,41.4555
22 May 2014,3.2125,5.4198,4.3949,3.1613,3.5976,2.9745,2.9451,2.5668,41.4334
23 May 2014,3.2120,5.4117,4.3746,3.1558,3.5820,2.9647,2.9468,2.5630,41.4246
26 May 2014,3.2105,5.4087,4.3798,3.1500,3.5874,2.9670,2.9557,2.5609,41.4074
27 May 2014,3.2170,5.4203,4.3891,3.1575,3.5918,2.9804,2.9687,2.5617,41.4947
28 May 2014,3.2225,5.4033,4.3895,3.1632,3.5893,2.9768,2.9673,2.5660,41.5654
29 May 2014,3.2155,5.3815,4.3784,3.1670,3.5867,2.9901,2.9598,2.5644,41.4740
30 May 2014,3.2130,5.3760,4.3731,3.1601,3.5819,2.9934,2.9668,2.5630,41.4431
2 Jun 2014,3.2273,5.4014,4.3879,3.1629,3.5916,2.9857,2.9713,2.5681,41.6247
3 Jun 2014,3.2290,5.4128,4.3889,3.1532,3.5908,2.9964,2.9613,2.5698,41.6468
4 Jun 2014,3.2385,5.4188,4.4097,3.1563,3.6100,3.0035,2.9629,2.5744,41.7723
5 Jun 2014,3.2285,5.4106,4.3951,3.1490,3.6044,2.9980,2.9520,2.5694,41.6422
6 Jun 2014,3.2120,5.3991,4.3797,3.1399,3.5979,3.0043,2.9426,2.5645,41.4310
9 Jun 2014,3.2000,5.3795,4.3629,3.1224,3.5784,2.9957,2.9287,2.5575,41.2794
10 Jun 2014,3.2070,5.3900,4.3484,3.1334,3.5659,3.0016,2.9392,2.5633,41.3724
11 Jun 2014,3.2125,5.3930,4.3449,3.1421,3.5661,3.0173,2.9474,2.5683,41.4407
12 Jun 2014,3.2080,5.4003,4.3404,3.1439,3.5629,3.0131,2.9541,2.5687,41.3845
13 Jun 2014,3.2185,5.4663,4.3681,3.1591,3.5903,3.0288,2.9653,2.5775,41.5205
16 Jun 2014,3.2250,5.4736,4.3625,3.1635,3.5821,3.0278,2.9670,2.5790,41.6046
17 Jun 2014,3.2215,5.4619,4.3730,3.1574,3.5894,3.0124,2.9669,2.5733,41.5576
18 Jun 2014,3.2335,5.4795,4.3833,3.1628,3.5956,3.0203,2.9761,2.5796,41.7150
19 Jun 2014,3.2130,5.4680,4.3821,3.1571,3.6008,3.0284,2.9701,2.5761,41.4543
20 Jun 2014,3.2235,5.4993,4.3875,3.1606,3.6057,3.0298,2.9782,2.5786,41.5863
23 Jun 2014,3.2195,5.4799,4.3722,3.1612,3.5922,3.0368,3.0006,2.5770,41.5344
24 Jun 2014,3.2135,5.4572,4.3776,3.1523,3.6000,3.0212,2.9974,2.5743,41.4554
25 Jun 2014,3.2243,5.4736,4.3880,3.1634,3.6074,3.0203,3.0006,2.5785,41.5933
26 Jun 2014,3.2185,5.4779,4.3849,3.1633,3.6037,3.0284,3.0060,2.5762,41.5202
27 Jun 2014,3.2130,5.4701,4.3764,3.1680,3.5972,3.0271,3.0051,2.5725,41.4519
30 Jun 2014,3.2110,5.4674,4.3853,3.1678,3.6093,3.0177,3.0051,2.5719,41.4282
1 Jul 2014,3.2075,5.4944,4.3912,3.1584,3.6163,3.0322,3.0062,2.5724,41.3868
